BeerID,Name,Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,PrimingMethod,PrimingAmount,UserId
430,18/06/2017 Red Ale,Irish Red Ale,92,40,1.059,1.01,6.4,31.19,14.04,46,60,1.051,75,3,Specific Gravity,All Grain,N/A,18,N/A,N/A,45658
431,3 Floyds- Robert the Bruce Clone,Strong Scotch Ale,160,18.9,1.077,1.019,7.56,33.76,25.95,22.7,60,N/A,72,N/A,Specific Gravity,All Grain,0.35,19,Forced Carbonation,2.3 volumes,
432,Bombshell Blonde,Blonde Ale,30,20.82,1.05,1.011,5.03,21.6,7.09,26.5,60,N/A,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
433,Jacobsen Golden Naked Christmas Ale - 23L...,Belgian Blond Ale,20,23,1.074,1.018,7.34,23.25,8.79,28,60,1.059,70,N/A,Specific Gravity,All Grain,N/A,18,CO2,N/A,
434,Beowulf,Imperial IPA,86,16.09,1.105,1.021,11.01,312.64,12.27,18.93,60,1.089,27,N/A,Specific Gravity,extract,1,17.78,Dme,.5 cup - 4 oz,21242
435,Mudpuppy Porter,Brown Porter,37,20.82,1.064,1.018,6.08,23.44,36.13,26.5,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,152
436,El Paseo Mexican Lager,International Pale Lager,90,20.82,1.056,1.019,4.89,22.25,6.8,28.39,60,1.041,70,N/A,Specific Gravity,All Grain,0.5,17.22,Bottle Condition,4 oz corn sugar,2068
437,Chocolate Maple Porter - #5,Robust Porter,129,5,1.08,1.018,8.05,28.16,40,5.8,60,1.069,65,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,5390
438,Winter ipa,American IPA,7,9.46,1.062,1.016,6.12,65.39,10.12,12.3,60,1.048,85,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,314
439,From The Farm Strawberry Wheat,American Wheat or Rye Beer,15,18.93,1.05,1.012,4.97,22.46,6.27,24.61,60,N/A,65,N/A,Specific Gravity,All Grain,N/A,20,N/A,N/A,8363
440,Passionfruit-Mango Wheat,Fruit Beer,75,20.82,1.045,1.011,4.48,26.67,3.54,24.61,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,20,N/A,N/A,
441,Jamil's Blonde Ale,Blonde Ale,30,18.93,1.05,1.014,4.71,20.78,4.09,24.61,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,8363
442,Fuller's London Pride,Special/Best/Premium Bitter,144,45.42,1.044,1.014,4.01,34.24,8.46,53,60,1.038,95,1.25,Specific Gravity,All Grain,1,19.44,N/A,N/A,5889
443,Alaskan Amber Clone,Dusseldorf Altbier,51,41.64,1.053,1.013,5.25,22.58,14.22,49.21,60,1.045,70,1.25,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,10194
444,Kupe's hop AG,American IPA,7,20,1.06,1.017,5.64,70.69,14.09,30,60,1.04,65,N/A,Specific Gravity,BIAB,0.5,18,N/A,N/A,6646
445,"Spotted Cow  ""Clone""",Cream Ale,45,18.93,1.049,1.013,4.7,0,4.2,21.65,60,N/A,75,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A,
446,E Champions Farmhouse ale,Saison,134,20.82,1.059,1.012,6.18,24.97,5.01,24.61,70,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
447,English Strong Bitter,Extra Special/Strong Bitter (ESB),68,21.77,1.055,1.017,4.96,48.31,13.48,26.5,60,N/A,82,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,1569
448,Denali saison,Bi�re de Garde,29,9.46,1.057,1.007,6.51,64.09,3.91,9.46,20,1.046,50,N/A,Specific Gravity,extract,1,17.22,N/A,N/A,
449,Bell's Oberon Clone- original,Weizen/Weissbier,170,22.71,1.068,1.019,6.43,19.77,8.44,28.77,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,20,CO2,2.4 volumes,10194
450,Sour cherry saison,Saison,134,20.82,1.065,1.013,6.82,40.36,12.19,26.5,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,corn sugar,6 oz,
451,Orange/Cinnamon/Vanilla Metheglin,Metheglin,104,18.93,1.134,1.034,13.23,0,5.33,9.46,10,N/A,100,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
452,XBEER WEIZENBOCK I,Weizenbock,171,38,1.08,1.02,7.88,22.49,18.94,48,90,1.063,70,4.2,Specific Gravity,All Grain,1,17,N/A,N/A,40623
453,COOP F5 Clone,American IPA,7,18.93,1.069,1.019,6.52,60.18,11.59,26.12,60,1.05,65,1.5,Specific Gravity,All Grain,1,15.56,N/A,N/A,
454,#0014 Tropicalia Clone,American IPA,7,18.93,1.066,1.017,6.43,80.23,7.72,30.28,60,1.041,60.8,N/A,Specific Gravity,BIAB,N/A,18.33,N/A,N/A,
455,Electric IPA,American IPA,7,45.42,1.063,1.014,6.55,68.03,6.73,53,60,1.054,90,1.25,Specific Gravity,All Grain,1,18.89,N/A,N/A,20984
456,BIAB IPA,American IPA,7,20.82,1.06,1.016,5.84,77.85,6.41,22.71,60,N/A,60,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
457,Apple Strudel Tripel,Belgian Specialty Ale,25,20.82,1.113,1.032,10.63,2.2,10.31,11.36,40,N/A,75,N/A,Specific Gravity,extract,N/A,N/A,Corn Sugar,3.2 oz,
458,Sam Adams Latitude 48 IPA Clone,American IPA,7,20.82,1.06,1.015,5.88,59.37,9.74,25.74,60,1.048,69,1.5,Specific Gravity,All Grain,0.75,20,N/A,N/A,15241
459,Coffee Oatmeal Stout,Oatmeal Stout,114,18.93,1.05,1.013,4.76,26.41,39.4,11.36,30,1.083,35,N/A,Specific Gravity,extract,N/A,21.11,corn sugar,4 oz,2361
460,Sam Adams Octoberfest Clone,Oktoberfest/M�rzen,115,18.93,1.072,1.021,6.65,28.62,40.98,28.39,60,1.048,70,1.5,Specific Gravity,All Grain,0.35,20,N/A,N/A,
461,Winter Maple Cream Ale,Cream Ale,45,20.82,1.075,1.019,7.34,8.54,15.48,28.39,60,1.055,75,N/A,Specific Gravity,All Grain,N/A,N/A,Maple Syrup,.6 Cup / 6.1 oz,
462,Deschutes Red Chair NWPA clone home brew rec...,American IPA,7,19.87,1.057,1.015,5.54,82.53,8.12,26.5,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,Dextrose,3.5 oz,
463,Lola's Dirty Blonde Ale/Chocolate Ale,Specialty Beer,145,20.82,1.055,1.011,5.76,27.14,14.8,28.39,60,1.041,70,N/A,Specific Gravity,All Grain,N/A,N/A,Corn Sugar,N/A,482
464,Meantime IPA Clone,English IPA,65,23,1.072,1.017,7.26,36.61,8.45,29,75,N/A,70,N/A,Specific Gravity,All Grain,N/A,22,N/A,N/A,
465,Bitburger Clone,German Pilsner (Pils),81,22.71,1.054,1.013,5.45,36.69,3.35,30.28,90,1.041,80,1.25,Specific Gravity,All Grain,N/A,11.11,N/A,N/A,
466,2,American Pale Ale,10,24,1.049,1.013,4.81,42.43,4.61,28,60,1.042,72,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,44768
467,Wit0915,Witbier,175,23,1.05,1.012,4.96,16.25,4.64,22,60,1.052,78,3,Specific Gravity,All Grain,0.75,N/A,N/A,N/A,
468,NixonBrew - This Stuff Will Make You a G** D...,American IPA,7,18.93,1.07,1.013,7.44,66.16,6.56,26.5,60,1.05,70,1.3,Specific Gravity,All Grain,0.35,17.78,Bottle,3.8 oz,
469,Irish Red Ale (8 weeks),Irish Red Ale,92,21,1.051,1.014,4.93,42.4,19.98,25,60,1.043,70,2.5,Specific Gravity,All Grain,N/A,20,N/A,N/A,5390
470,Traditional Dunkelweizen,Dunkelweizen,59,19.87,1.057,1.014,5.59,0,15.39,25.55,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
471,The Proposition,Specialty IPA: Red IPA,150,5,1.07,1.005,8.49,68.9,18.71,9,90,1.039,71,N/A,Specific Gravity,BIAB,N/A,20,N/A,N/A,48505
472,Ky's Maudite,Belgian Dark Strong Ale,21,19.87,1.083,1.021,8.15,26.79,14.37,25.55,60,N/A,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,993
473,Samuel Smith Nut Brown Ale,Northern English Brown,113,20.82,1.057,1.017,5.29,0,17.05,11.36,60,N/A,75,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A,
474,Chimay Red Clone,Belgian Dubbel,22,20.82,1.072,1.018,7.11,27.51,18.3,13.25,60,1.114,70,N/A,Specific Gravity,Partial Mash,0.5,21.11,Corn Sugar,N/A,20681
475,West Coast Amber (Chinook/Cascade),American Amber Ale,4,41.64,1.069,1.016,6.97,101.09,13.07,60.57,90,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,forced carbonation,10 psi,380
476,Eld och Radium 2,American Pale Ale,10,5,1.054,1.015,5.33,43.1,9.09,8,60,1.034,70,N/A,Specific Gravity,BIAB,N/A,21,N/A,N/A,18597
477,Bakke Brygg Robust Porter 23 l Grainfather...,Robust Porter,129,23,1.058,1.014,5.81,37.73,38.45,28,60,1.048,83,N/A,Specific Gravity,All Grain,N/A,18,Sukkerlake,5 5 sukker/l,18325
478,Snifter Grade IIPA (experimental),Imperial IPA,86,19.87,1.077,1.019,8.08,130.47,13.3,28.39,75,N/A,60,N/A,Specific Gravity,All Grain,1,18.33,Dextrose,3.5 oz,
479,Bourbon Barrel Porter,Wood-Aged Beer,176,20.82,1.067,1.02,6.29,57.74,40,26.5,60,N/A,80,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,898
480,Imperial Saison w/Lemongrass & Ginger,Saison,134,22.71,1.086,1.021,8.43,19.95,11.51,28.39,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,Corn Sugar? Strong Ale yeast?,??,3750
481,Schwarzbier,Schwarzbier,135,40,13.4728,3.10738,5.57,22.01,21.36,45,60,12,83,N/A,Plato,All Grain,N/A,N/A,N/A,N/A,
482,Cream ale,Cream Ale,45,20.82,1.061,1.017,5.79,27.1,4.32,11.36,60,N/A,75,N/A,Specific Gravity,extract,N/A,N/A,Forced carbonation,N/A,
483,YOUNGS SPECIAL BITTER 1968,Special/Best/Premium Bitter,144,20,1.046,1.014,4.17,34.79,7.22,23,90,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,FORCED CARB,N/A,1752
484,Rebel Grapefruit IPA Clone,American IPA,7,20.82,1.064,1.014,6.56,55.41,8.02,24.61,60,1.054,65,1.5,Specific Gravity,All Grain,0.5,N/A,N/A,N/A,18590
485,Three Micks Irish Red Ale 1.2,Irish Red Ale,92,20.82,1.059,1.015,5.66,25.49,18.39,26.5,60,1.046,70,1.5,Specific Gravity,All Grain,0.75,18.89,N/A,N/A,12326
486,Killjoy Quad Damage,Belgian Dark Strong Ale,21,18,23.6839,5.83082,10.05,29.58,21.09,27,90,16.2,72,3,Plato,All Grain,N/A,21,N/A,N/A,
487,May the schwarz bier with you v2,Schwarzbier,135,24,1.048,1.01,4.95,26.93,23.57,45,60,1.025,70,3,Specific Gravity,All Grain,N/A,18,N/A,N/A,33656
488,Russian River Blind Pig Clone,Imperial IPA,86,22.71,1.064,1.013,6.68,75.55,5.89,32.18,60,1.045,70,1.25,Specific Gravity,All Grain,0.75,18.33,N/A,N/A,20984
489,Russian River Pliny the Elder Clone,Imperial IPA,86,45.42,1.085,1.018,8.75,251.23,6.37,56.4,90,1.064,90,1.25,Specific Gravity,All Grain,1.25,18.89,N/A,N/A,20984
490,Speidel #1 IPA,American IPA,7,20,1.066,1.016,6.46,70.37,8.25,28.5,60,N/A,80,N/A,Specific Gravity,All Grain,0.75,22,Table sugar. 18L,113 g,10010
491,Rowdy,American Wheat or Rye Beer,15,20.82,1.064,1.016,6.26,46.69,16.45,28.39,60,1.047,75,N/A,Specific Gravity,All Grain,1,18.89,N/A,N/A,
492,Pumpkin Porter,Brown Porter,37,41.64,1.05,1.008,5.51,33.18,19.59,47.32,60,1.044,72,1.5,Specific Gravity,All Grain,0.5,17.22,N/A,N/A,
493,Imperial Rye IPA,Imperial IPA,86,20.82,1.082,1.021,8.09,103.51,10.97,24.61,60,1.07,78,N/A,Specific Gravity,All Grain,N/A,16.67,corn sugar,4 oz,
494,American Amber,American Amber Ale,4,41.64,1.046,1.008,4.91,45.02,11.11,47.32,60,1.04,72,1.5,Specific Gravity,All Grain,0.75,20,N/A,N/A,
495,Meaghan's IPA,American IPA,7,24.61,1.066,1.02,6.1,48.95,6.44,32.18,90,1.051,75,1.5,Specific Gravity,All Grain,0.75,17.78,Corn Sugar,1.4 oz,
496,Pineapple Chardonnay Sour,Saison,134,22.71,1.053,1.009,5.73,33.81,4.63,26.5,60,1.045,70,N/A,Specific Gravity,All Grain,0.5,17.78,N/A,N/A,2068
497,Major's Milk,Oatmeal Stout,114,20.82,1.071,1.025,5.96,33.24,34.96,24.61,60,1.06,74,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
498,TBM Mosaic Pale Ale,American Pale Ale,10,19.87,1.057,1.014,5.56,39.28,7.81,26.5,90,1.042,72,1.25,Specific Gravity,All Grain,1,19.44,N/A,N/A,1345
499,Century  Russian Imperial Stout (new),Russian Imperial Stout,132,20.82,1.169,1.025,18.81,160.74,40,28.39,90,1.124,80,1.5,Specific Gravity,All Grain,1.25,20,N/A,N/A,
500,Indian Summer Pale Ale,American Pale Ale,10,25,1.06,1.017,5.69,12.96,9.27,7,70,1.215,56,3,Specific Gravity,All Grain,N/A,22,N/A,N/A,
501,Dragon's Breath (Spitfire Clone),Extra Special/Strong Bitter (ESB),68,22,1.05,1.014,4.77,38.66,14.17,26,60,1.043,70,3,Specific Gravity,All Grain,0.75,20,N/A,N/A,
502,Maui Big Swell IPA Clone,American IPA,7,20.82,1.064,1.014,6.54,69.39,6.04,26.5,75,1.05,70,1.25,Specific Gravity,All Grain,N/A,19.44,N/A,N/A,18665
503,Autumn's Bounty Imperial Maple Nut Brown Ale...,American Brown Ale,6,20.82,1.091,1.025,8.56,48.98,31.66,32.18,90,N/A,71,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,1809
504,Bakke Brygg Belgisk Blond 25 L,Belgian Blond Ale,20,25,1.062,1.012,6.52,18.81,4.35,29,90,1.047,77,N/A,Specific Gravity,All Grain,1,18,Sukkerlake,7 5 g sukker/L,18325
505,Thunderstruck Pumpkin Ale AG,American Amber Ale,4,20.82,1.056,1.016,5.27,47.22,18.03,26.5,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,2938
506,"10 gallon All Grain ""Scrap Iron"" IPA",American IPA,7,20.82,1.054,1.013,5.28,74.67,13.29,28.39,60,1.039,70,1.5,Specific Gravity,All Grain,0.35,N/A,N/A,N/A,
507,Cocoa Porter,Baltic Porter,19,19.68,1.074,1.025,6.47,34.93,36.68,28.39,60,1.051,65,N/A,Specific Gravity,All Grain,0.35,18.33,N/A,N/A,345
508,Bakke Brygg Doppelbock 20 L,Doppelbock,54,20,1.079,1.019,7.87,23.82,21.99,26,90,1.061,65,N/A,Specific Gravity,All Grain,N/A,10,N/A,N/A,18325
509,Saison Secale,Saison,134,30.28,1.056,1.006,6.66,22.43,9.97,37.85,60,1.045,70,N/A,Specific Gravity,BIAB,0.35,23.89,N/A,N/A,
510,American Barley Wine,American Barleywine,5,22.71,1.11,1.022,11.58,146.28,15.13,26.5,60,N/A,74,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,1569
511,Omnipollo Fatamorgana Clone,American IPA,7,9.46,1.082,1.02,8.05,56.58,5.58,11.36,60,1.068,48,1.5,Specific Gravity,All Grain,N/A,16.67,N/A,N/A,
512,Dog Brown Ale (Smutty Nose),American Brown Ale,6,18.93,1.05,1.013,4.82,20.78,24.17,24.61,60,1.038,70,N/A,Specific Gravity,All Grain,0.75,N/A,Dark Brown Sugar,2/3 cup (.66),390
513,Jimmie's Graff version 1,Other Specialty Cider or Perry,121,18.93,1.23,1.023,27.12,2.62,22.96,17.03,90,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
514,Sweet Raspberry Wheat,Fruit Beer,75,18.93,1.062,1.015,6.08,23.97,6.23,26.5,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,1086
515,Anchor Liberty Ale Clone,American Pale Ale,10,18.93,1.058,1.015,5.61,47.99,4.3,22.71,60,1.048,60,1.25,Specific Gravity,All Grain,0.75,19.44,N/A,N/A,
516,R�ger,Saison,134,5,1.05,1.009,5.42,23.92,5.62,8,60,1.031,70,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
517,Accumulation IPA Clone,Specialty IPA: White IPA,152,20.82,1.064,1.016,6.41,64.93,4.22,22.71,60,1.059,75,1.25,Specific Gravity,All Grain,N/A,21.11,N/A,N/A,
518,Clone  Goose Island Sophie,Saison,134,20.82,1.061,1.013,6.23,30.98,3.84,26.5,60,1.048,70,1.5,Specific Gravity,All Grain,1,23.89,N/A,N/A,
519,JB's Little Pumpkin Ale,Holiday/Winter Special Spiced Beer,85,20.82,1.072,1.016,7.36,41.45,6.76,26.5,90,1.048,70,1.25,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
520,American Wheat,American Wheat or Rye Beer,15,20.82,1.05,1.014,4.79,19.5,3.49,28.01,90,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,CO2,N/A,396
